symbol,timestamp,price,rsi,macd,macd_signal,ema_trend,bollinger_pos,momentum,volatility,volume_relative_%,sentiment_score,signal
ATOM-USDT,2025-05-15 18:00:00,4.8523,39.56327535365969,-0.05740456258374049,-0.06394284053596364,0,0.21887540515919304,0.15067079463364008,0.02554473340696861,84.8483168271377,0.0,NEUTRO
ETC-USDT,2025-05-15 18:00:00,18.7766,37.295502387094366,-0.23539194932305563,-0.2414354016607674,0,0.1254004922648705,-0.6818121710613396,0.02772872965653672,29.704604707127018,0.0,NEUTRO
FIL-USDT,2025-05-15 18:00:00,2.9209,39.1705550586719,-0.033416003297551455,-0.039557605393925374,0,0.1936780603339631,-0.10260268819043447,0.02636666666666665,43.84680206847284,0.0,NEUTRO
XLM-USDT,2025-05-15 18:00:00,0.2936,40.40811774087608,-0.002724018772301884,-0.0029142684192162943,0,0.16113117039972952,-0.20394289598911947,0.020353687020353672,64.406998288107,0.0,NEUTRO
NEAR-USDT,2025-05-15 18:00:00,2.8738,39.623114674826105,-0.04526696283501286,-0.05255344963249967,0,0.2444712753976009,0.3211617677860895,0.02853086336285582,79.31433706233673,0.0,NEUTRO
ALGO-USDT,2025-05-15 18:00:00,0.2248,40.45072805505479,-0.003071073978457267,-0.003524734485244037,0,0.23773302268239008,0.3123605533244115,0.025996533795493937,38.53992693081575,0.0,NEUTRO
VET-USDT,2025-05-15 18:00:00,0.02874,40.723313606474875,-0.0004157849365015939,-0.0004844045034912115,0,0.26190309253747657,0.8775008775008782,0.030037124535943205,84.21216675131637,0.0,NEUTRO
ICP-USDT,2025-05-15 18:00:00,5.399,39.672549228225925,-0.05897294740859493,-0.06659735832283983,0,0.157749586598164,0.35315985130111766,0.02720720720720715,74.34269957220873,0.0,NEUTRO
EOS-USDT,2025-05-15 18:00:00,0.7793,41.69875696165525,-0.009303027255282204,-0.01382539300130432,0,0.489195065094741,0.8541477934515257,0.01640792629054655,34.13491941851207,0.0,NEUTRO
AAVE-USDT,2025-05-15 18:00:00,223.946,45.95937716725807,-0.43715834250110674,-0.664118895180865,0,0.2740885241697562,0.7739868422236817,0.03263484822959728,111.26580748882245,0.0,NEUTRO
XTZ-USDT,2025-05-15 18:00:00,0.637,40.27062592937347,-0.007780785869410556,-0.008845561682189954,0,0.25741642429430067,0.6319115323854665,0.027480916030534375,57.04746051570743,0.0,NEUTRO
SAND-USDT,2025-05-15 18:00:00,0.3238,33.091623231171496,-0.0068734771030889985,-0.006838941740361364,0,0.15364909135291555,-0.6931239649144451,0.027393968520966094,74.68916796145757,0.0,NEUTRO
MANA-USDT,2025-05-15 18:00:00,0.34118,38.62531055408945,-0.005229122803164621,-0.005944176645648357,0,0.2224260609818701,0.017589118198875615,0.022182735297489486,39.86412717522259,0.0,NEUTRO
THETA-USDT,2025-05-15 18:00:00,0.9031,36.40184223899645,-0.020238249062180635,-0.0225362155768895,0,0.228094521628672,-0.011071744906996124,0.037206823027718494,46.15855990819077,0.0,NEUTRO
EGLD-USDT,2025-05-15 18:00:00,19.36,40.478656491925136,-0.08546046585701816,-0.0697956404617104,0,-0.10667964093820032,-2.566683442375448,0.03681592039801007,32.93272397252437,0.0,NEUTRO
AXS-USDT,2025-05-15 18:00:00,3.059,35.9064768212734,-0.06924833185930268,-0.06333899856649153,0,0.17487265470492608,-0.45558086560363786,0.026726057906458656,89.33176410279926,0.0,NEUTRO
KSM-USDT,2025-05-15 18:00:00,19.48,39.23179125340678,-0.3743981336034352,-0.4239334678465789,0,0.25974756157761225,1.089776855215365,0.03132769766285426,96.41354757633177,0.0,LONG
RUNE-USDT,2025-05-15 18:00:00,1.8961,46.3176574867135,-0.013219770345694881,-0.02077405758278159,0,0.44773030812706055,1.935379818289329,0.026292815693524485,67.66568506092369,0.0,NEUTRO
ZEC-USDT,2025-05-15 18:00:00,41.814,52.7820716005519,-0.050146459753307226,-0.2854993789732072,0,0.6956831143132197,3.0155210643015433,0.014843087362171437,16.915102463151825,0.0,NEUTRO
DASH-USDT,2025-05-15 18:00:00,23.47,38.710302293132735,-0.3392918213545393,-0.3559029022512796,0,0.22628462193982446,-0.4242681374628825,0.022490628904623167,42.059923983787996,0.0,LONG
ENJ-USDT,2025-05-15 18:00:00,0.0891,39.36129840046122,-0.001561392254584404,-0.0017506773333875372,0,0.2616672951102084,0.677966101694919,0.02729257641921401,133.3306420691158,0.0,NEUTRO
CHZ-USDT,2025-05-15 18:00:00,0.0448,37.29570296803584,-0.0006746194696075902,-0.0007140377753592979,0,0.13765737962743424,-0.7092198581560303,0.02841032314031655,131.33208981631864,0.0,NEUTRO
GRT-USDT,2025-05-15 18:00:00,0.1139,39.19753477011764,-0.0017805267013257936,-0.0020160043450860336,0,0.25142369675680387,0.17590149516271392,0.027244000341617558,125.24658517311647,0.0,NEUTRO
CRV-USDT,2025-05-15 18:00:00,0.6974,44.53796523706642,-0.007925796012230757,-0.011306354091602236,0,0.43557446739000366,1.8845872899926988,0.02406940945983771,70.19703154157645,0.0,NEUTRO
SNX-USDT,2025-05-15 18:00:00,0.831,39.9907156641814,-0.013814126909505009,-0.014669331509502137,0,0.20115320272351633,0.2412545235223163,0.03372093023255818,71.09915169562221,0.0,NEUTRO
COMP-USDT,2025-05-15 18:00:00,44.7,44.698011937679674,-0.3889801077179911,-0.546868725665089,0,0.4080177952979537,2.241537053979881,0.024230517354289494,2.4247302226432375,0.0,NEUTRO
YFI-USDT,2025-05-15 18:00:00,5754.52,38.29263825608403,-73.15013041859493,-79.26027032320016,0,0.13636252359260728,-0.8002151375466591,0.024799774948058295,39.70724730231275,0.0,LONG
1INCH-USDT,2025-05-15 18:00:00,0.22656,43.38194302591524,-0.002080104838091401,-0.0026091948165425224,0,0.3051762656928567,0.6933333333333359,0.02659505907626214,34.82715978680834,0.0,NEUTRO
BAT-USDT,2025-05-15 18:00:00,0.1536,42.507718685075,-0.0016916811170069324,-0.0021613566410042155,0,0.3375344246534849,1.5201586252478498,0.02103250478011487,6.171863295643801,0.0,NEUTRO
REN-USDT,2025-05-15 18:00:00,0.01357,57.43424622287596,0.0006550344199163539,0.0006818772329888592,1,0.612573180873443,-3.4850640113797944,0.01042442293373047,42.584551341694244,0.0,NEUTRO
ZRX-USDT,2025-05-15 18:00:00,0.281,43.610483214487054,-0.0038018044910892446,-0.00470481112791976,0,0.36539529210460114,1.5173410404624412,0.028689941237469707,6.559524468715871,0.0,NEUTRO
OMG-USDT,2025-05-15 18:00:00,0.2079,44.789008622272334,-0.0020653915540842505,-0.002035164592893705,0,0.36882056090226595,2.0618556701030974,0.0009610764055743015,40.33693730913798,0.0,NEUTRO
QTUM-USDT,2025-05-15 18:00:00,2.374,42.607520118587736,-0.029864483007565834,-0.034089575239123523,0,0.2949200217722214,0.9353741496598743,0.02824396234138349,14.191827013577996,0.0,NEUTRO
IOST-USDT,2025-05-15 18:00:00,0.003975,40.103467758309336,-5.7182018774585425e-05,-6.659124434622206e-05,0,0.2840735719175594,0.2016637257373379,0.025496445207158547,85.07732827733608,0.0,NEUTRO
KAVA-USDT,2025-05-15 18:00:00,0.4279,37.30005198445448,-0.005312207403423808,-0.005487033633520944,0,0.12969005822979934,-0.5577504066930079,0.022836263987211725,99.48897586354725,0.0,NEUTRO
CVC-USDT,2025-05-15 18:00:00,0.1452,57.30260699302336,0.004749947564524071,0.005057217484115852,1,0.60009468181022,-4.095112285336863,0.0013755158184319827,17.77557900344881,0.0,NEUTRO
ANKR-USDT,2025-05-15 18:00:00,0.01954,39.61807262857311,-0.00029119250761491106,-0.00034257079032839506,0,0.26551684208882664,0.3080082135523488,0.023488255872064046,79.10235903595986,0.0,NEUTRO
STORJ-USDT,2025-05-15 18:00:00,0.3131,41.92809495727987,-0.0038430470380884096,-0.004731802703659178,0,0.3153956668969475,0.7724493080141659,0.026732981038234405,58.938671744936414,0.0,NEUTRO
ZEN-USDT,2025-05-15 18:00:00,9.641,38.89866632692906,-0.1281199096644592,-0.1446856926469114,0,0.161729889334275,-1.2799508498873644,0.032319582455083706,85.88203683144246,0.0,LONG
LRC-USDT,2025-05-15 18:00:00,0.111,39.37267712174353,-0.0013728644422377756,-0.0015790479991493157,0,0.22623647142439945,0.27100271002709553,0.022887323943661997,68.08473563898227,0.0,NEUTRO
BAL-USDT,2025-05-15 18:00:00,1.112,44.18234109035304,-0.012800900510656632,-0.015030245948475273,0,0.3656701977157732,1.367365542388343,0.01766784452296799,8.302629173536397,0.0,NEUTRO
HNT-USDT,2025-05-15 18:00:00,3.943,48.984218727097144,-0.008991003819133425,-0.0019059064472742363,0,0.3666326788610649,2.682291666666672,0.005799293998991484,6.618591149000428,0.0,NEUTRO
CKB-USDT,2025-05-15 18:00:00,0.005363,39.44856814074177,-9.970973491778626e-05,-0.00010876893790374436,0,0.21905533212896222,-0.5747126436781729,0.03177468857194443,26.361779343829987,0.0,NEUTRO
RSR-USDT,2025-05-15 18:00:00,0.008964,39.089407211057484,-0.00018412927205325481,-0.00021174204311706713,0,0.24240443796919592,0.2572419192484113,0.033322549336784246,187.6526279294506,0.0,NEUTRO
SXP-USDT,2025-05-15 18:00:00,0.209,38.79018125331839,-0.003061028057929349,-0.0035489876185924923,0,0.2679623561632827,0.4807692307692312,0.02336448598130847,42.96187687137954,0.0,NEUTRO
DGB-USDT,2025-05-15 18:00:00,0.010944,41.46588299477522,-0.00013425691921982452,-0.00014547517680984622,0,0.3205008513326525,-0.018271514708555918,0.01759425493716338,37.15191388288418,0.0,NEUTRO
XEM-USDT,2025-05-15 18:00:00,0.01854,40.471633988950316,-0.00018762672453692675,-0.00018210277849271746,0,0.2493063768497219,0.8156606851549799,0.017540140957023942,23.77335977426693,0.0,NEUTRO
STRAX-USDT,2025-05-15 18:00:00,0.0545,49.445505245943245,-0.0002635860626953798,-0.0003927509519702554,0,0.48251003057067204,2.8495942630684987,0.012502264903062166,5.707292515113438,0.0,NEUTRO
WAVES-USDT,2025-05-15 18:00:00,1.2874,37.459969178384945,-0.029422813980972906,-0.01631990940766619,0,0.13668096165400642,-1.7326921609037433,0.025656550367062603,20.307970009626857,0.0,NEUTRO
ICX-USDT,2025-05-15 18:00:00,0.1052,42.69627841098046,-0.0010289321460527356,-0.0013701995929343018,0,0.34851046293579413,0.9596928982725536,0.025925925925925908,115.69043405177347,0.0,NEUTRO
ONT-USDT,2025-05-15 18:00:00,0.156,39.99750164683992,-0.0019656777048948637,-0.0023176646213097837,0,0.261088613055396,0.34735623311463576,0.022127499529869032,119.74623552102585,0.0,NEUTRO
BAND-USDT,2025-05-15 18:00:00,0.8184,39.47223671618525,-0.013994554911312185,-0.016390331091383933,0,0.23755879555336426,0.3064100992768793,0.02617801047120416,564.7876283376418,0.0,NEUTRO
NKN-USDT,2025-05-15 18:00:00,0.0364,32.28137137428611,-0.0010823136253244672,-0.0011640931488632314,0,0.25605916841015847,0.5524861878453005,0.03191489361702127,39.82355599105764,0.0,NEUTRO
COTI-USDT,2025-05-15 18:00:00,0.0772,44.12575887428135,-0.0012912673877917002,-0.0015784988057424125,0,0.4271624976813451,2.251655629139082,0.01025641025641022,81.03250425235669,0.0,NEUTRO
DENT-USDT,2025-05-15 18:00:00,0.0008771,41.7459157128909,-1.476412015865452e-05,-1.766345198234552e-05,0,0.3413306048817199,1.5985173172709384,0.027820882287741044,49.77370576912086,0.0,NEUTRO
WIN-USDT,2025-05-15 18:00:00,6.032e-05,39.33479109828896,-6.721545006414977e-07,-7.028103689115208e-07,0,0.29475849389963044,0.04975949577043957,0.010660980810234588,60.98078849181219,0.0,NEUTRO
MTL-USDT,2025-05-15 18:00:00,0.8538,43.57068025568663,-0.007527861369416744,-0.009653430372512348,0,0.35576776625826806,1.3412462908011842,0.021432664756447006,465.8517913847468,0.0,NEUTRO
PERP-USDT,2025-05-15 18:00:00,0.2953,32.03237297576244,-0.011576907481812448,-0.012146738827382783,0,0.2722673951487562,1.8275862068965611,0.02283256121773669,5.956058226724619,0.0,NEUTRO
ALPHA-USDT,2025-05-15 18:00:00,0.02761,41.09712994960384,-0.00046493591145115726,-0.0005300389495210166,0,0.28317830554156453,1.8443378827001125,0.020574671869457273,33.41984395859777,0.0,NEUTRO
FET-USDT,2025-05-15 18:00:00,0.777,41.19009179537473,-0.012268425856419296,-0.014399652048059177,0,0.25576946457769373,0.0901713255184895,0.0338224322307884,60.91162271477031,0.0,NEUTRO
REEF-USDT,2025-05-15 18:00:00,0.000465,50.86059924549581,7.511920966995567e-08,-1.2577286557451937e-06,1,0.6984669309447126,0.0,0.008528784648187626,330.69256462001084,0.0,NEUTRO
SUSHI-USDT,2025-05-15 18:00:00,0.7583,40.307310715369525,-0.01450418785670704,-0.015149170139301352,0,0.19920579279590792,0.43708609271522775,0.029438115960578548,25.42120317188083,0.0,NEUTRO
KMD-USDT,2025-05-15 18:00:00,0.1421,32.04327291712454,-0.003265271908572398,-0.0033527450978836346,0,0.22928139100075462,0.35310734463276866,0.029371584699453557,55.63297473499068,0.0,NEUTRO
POLS-USDT,2025-05-15 18:00:00,0.2507,50.54906740925957,0.0032332476965092893,0.0044505076842440774,1,0.4836139541125628,-2.7917797595967584,0.0015929908403027326,20.192275162023453,0.0,NEUTRO
RLC-USDT,2025-05-15 18:00:00,1.2971,48.495554525227895,-0.009175729172694158,-0.015645935406440555,0,0.5572083314132877,3.0262112787926947,0.025615985576923128,115.1283526763141,0.0,NEUTRO
CTSI-USDT,2025-05-15 18:00:00,0.0767,43.52132008274898,-0.0010790505019387386,-0.0013471151346825649,0,0.3820072710239027,1.7241379310344955,0.02541296060991105,1.1940405408159431,0.0,NEUTRO
DODO-USDT,2025-05-15 18:00:00,0.0545,40.79556014705852,-0.0009425937883804636,-0.0010706369050887455,0,0.2694474920736918,0.9259259259259267,0.03368794326241131,78.72669715979195,0.0,NEUTRO
FORTH-USDT,2025-05-15 18:00:00,2.7654,29.86577388267679,-0.04047756517328205,-0.0362405370240027,0,-0.07394911073320565,-2.3620379197118937,0.04298172757475083,196.8381898472851,0.0,NEUTRO
JST-USDT,2025-05-15 18:00:00,0.03623,40.88564694916834,-0.000315789131823091,-0.00035666980893290644,0,0.3338337316848617,0.9754738015607473,0.012806539509536918,42.5982973930902,0.0,NEUTRO
OGN-USDT,2025-05-15 18:00:00,0.0677,43.875882250232124,-0.0007782129824957934,-0.0009651514571292097,0,0.3740373771918387,1.5144699355225626,0.018413803102798387,6.941633405271029,0.0,NEUTRO
PHA-USDT,2025-05-15 18:00:00,0.1345,40.20475538541491,-0.0022535723207679215,-0.0021744122186519617,0,0.21276477784001321,-0.07429420505199777,0.03653295128939826,80.76342866316179,0.0,NEUTRO
